,Creado,Nombre,Cant.,Precio unitario,Sede
1389,2022-04-09 00:00:00,CORREAS DOBLE FAZ PROMO 119,0,$ 25.000,3
1390,2022-12-29 00:00:00,CORREAS HEBILLA GRANDE DE MARCAS494,2,$ 45.000,3
1391,2022-04-09 00:00:00,CORREAS PITILLO 431,7,$ 22.000,3
1392,2022-04-09 00:00:00,CORREAS PITILLO GRABADAS 495,1,$ 15.000,3
1393,2022-04-09 00:00:00,CORREAS SEMIDELGADAS 428,9,$ 25.000,3
1394,2023-05-13 00:00:00,CORREAS TROQUELADAS 3.5 136,4,$ 37.000,3
1395,2023-05-24 00:00:00,CORREAS TROQUELADAS ANCHAS 142,7,$ 42.000,3
1396,2022-04-09 00:00:00,COSMETIQUERA LARGA 417,0,$ 22.000,3
1397,2022-04-09 00:00:00,COSMETIQUERAS DE COLORES 416,1,$ 25.000,3
1398,2022-10-18 00:00:00,CREMA X FRANJA VERDE Y AMTENI ARILLO 387ok,0,$ 140.000,3
1399,2022-04-09 00:00:00,CROSS OVER CERON GRANDE 205,1,$ 110.000,3
1400,2022-04-29 00:00:00,CROSS OVER CERON MEDIANO 203,1,$ 90.000,3
1401,2022-04-09 00:00:00,CROSS OVER CERON PEQUEÑO 190,2,$ 80.000,3
1402,2022-04-09 00:00:00,FORCHE COLORES 225ok,64,$ 120.000,3
1403,2023-08-05 00:00:00,GARDENIA NEGRA PUNTA CHAROL 018,1,$ 80.000,3
1404,2022-04-09 00:00:00,GORRA   448,3,$ 75.000,3
1405,2022-04-09 00:00:00,GORRAS CON FORRO 401,0,$ 65.000,3
1406,2022-04-09 00:00:00,GORRAS SIN FORRO 395,4,$ 70.000,3
1407,2022-04-09 00:00:00,GRASA DE POTRO 394,4,$ 9.000,3
1408,2022-04-09 00:00:00,GUANTE PARA MOTO 259ok,1,$ 75.000,3
1409,2022-04-27 00:00:00,LLAVERO BOLSILLO 139,3,$ 8.000,3
1410,2022-04-27 00:00:00,LLAVERO DE BOTA 183,0,$ 6.000,3
1411,2022-04-09 00:00:00,LLAVERO DE TIRAS SENCILLO 182,19,$ 5.000,3
1412,2024-03-20 00:00:00,LLAVERO LARGO 389,27,$ 4.000,3
1413,2022-04-27 00:00:00,LLAVERO TRIANGULAR 134,0,$ 10.000,3
1414,2022-04-09 00:00:00,LLAVERO TROQUELADO OBSEQUIO 085,0,$ 1,3
1415,2022-06-08 00:00:00,LLAVEROS ARTESANALES 333,0,$ 6.000,3
1416,2022-04-09 00:00:00,llAVEROS ARTESANALES COLOMBIA 021,0,$ 8.000,3
1417,2023-01-24 00:00:00,LLAVEROS CADENA 476,5,$ 10.000,3
1418,2022-04-09 00:00:00,LLAVEROS DCUERO PEQUEÑOS DE BROCHE  353,28,$ 3.000,3
1419,2022-04-09 00:00:00,LLAVEROS DPIEL 243,4,$ 10.000,3
1420,2022-04-09 00:00:00,LLAVEROS FLOR Y CORAZON 108,3,$ 15.000,3
1421,2022-04-09 00:00:00,MANILLA EN CUERO 305,2,$ 1,3
1422,2022-04-09 00:00:00,MANOS LIBRE DCUERO 365,0,$ 130.000,3
1423,2022-06-10 00:00:00,MANOS LIBRE GRANDE DPIEL 341,0,$ 150.000,3
1424,2022-04-09 00:00:00,MANOS LIBRES 3 CIERRES CERON 452,1,$ 70.000,3
1425,2022-05-06 00:00:00,MANOS LIBRES AMPLIO DOBLE CIERRE FRONTAL   248,0,$ 85.000,3
1426,2022-04-09 00:00:00,MANOS LIBRES AMPLIO GRABADO ZAMEX 219,1,$ 110.000,3
1427,2022-04-09 00:00:00,MANOS LIBRES ARTESANAL 3 CIERRES 359,3,$ 50.000,3
1428,2022-04-09 00:00:00,MANOS LIBRES CELULAR 240,0,$ 85.000,3
1429,2022-04-09 00:00:00,MANOS LIBRES CON TAPA CERON 022,4,$ 120.000,3
1430,2022-04-09 00:00:00,MANOS LIBRES DE DAMA DPIEL 287,0,$ 120.000,3
1431,2023-12-29 00:00:00,MANOS LIBRES DE HOMBRE CERON 450,0,$ 160.000,3
1432,2022-04-09 00:00:00,MANOS LIBRES DE HOMBRE MEDIANO ZAMEX 084,0,$ 140.000,3
1433,2022-04-09 00:00:00,MANOS LIBRES DPIEL 281,0,$ 130.000,3
1434,2022-04-09 00:00:00,MANOS LIBRES DPIEL PEQUEÑO PARA HOMBRE 216,0,$ 140.000,3
1435,2022-04-09 00:00:00,MANOS LIBRES GRABADO DE COLORES Y UNICOLO 238,1,$ 85.000,3
1436,2022-04-09 00:00:00,MANOS LIBRES GRANDE DE HOMBRE ZAMEX 169,0,$ 160.000,3
1437,2025-03-04 00:00:00,MANOS LIBRES HOMBRE ZAMEX  268,1,$ 145.000,3
1438,2022-07-21 00:00:00,MANOS LIBRES LISO ZAMEX  362,0,$ 130.000,3
1439,2022-04-09 00:00:00,MANOS LIBRES OVALADO ZAMEX  255,3,$ 90.000,3
1440,2022-04-09 00:00:00,MANOS LIBRES PEQUEÑO 391,4,$ 35.000,3
1441,2022-04-09 00:00:00,MANOS LIBRES RECTANGULAR GRABADO EFREN  095,0,$ 55.000,3
1442,2022-05-04 00:00:00,MANOS LIBRES ZAMEX DOBLE COMPARTIMIENTO  253,0,$ 130.000,3
1443,2022-04-12 00:00:00,MANOS LIBRESDE HOMBRE PEQUEÑO ZAMEX 078,0,$ 130.000,3
1444,2023-02-06 00:00:00,MARICONERAS 015,1,$ 45.000,3
1445,2023-03-24 00:00:00,MARICONERAS GRANDES 292,0,$ 55.000,3
1446,2022-04-09 00:00:00,MOCASIN BOTEROS NEGRO SIN CORDON 298,0,$ 90.000,3
1447,2022-04-09 00:00:00,MOCASIN COLORES 012ok,4,$ 75.000,3
1448,2022-04-09 00:00:00,MOCASIN CORDON DATHANOS AZUL X CAFE 263,1,$ 140.000,3
1449,2022-04-09 00:00:00,"MOCASIN DAMA NEGRO,CAFÉ Y MIEL 019ok",3,$ 90.000,3
1450,2023-03-24 00:00:00,MOCASIN DATHANO COLOR SANGRIA 269,0,$ 140.000,3
1451,2023-07-12 00:00:00,MOCASIN DE CORDON DATHANOS 057,4,$ 145.000,3
1452,2022-05-31 00:00:00,MOCASIN DE DESCANSO 277ok,3,$ 85.000,3
1453,2023-12-07 00:00:00,MOCASIN DE HEBILLA DATHANOSok,3,$ 145.000,3
1454,2022-05-20 00:00:00,"MOCASIN NOBUCK  DE CORDON NEGRO, AZUL , Y ARENA 0013ok",6,$ 130.000,3
1455,2022-04-09 00:00:00,MOCASIN NOBUCK SIN CORDON CAFE Y ARENA 036ok,1,$ 90.000,3
1456,2022-04-09 00:00:00,MOCASIN PLATAFORMA 032ok,11,$ 120.000,3
1457,2023-05-11 00:00:00,MOCAZIN BOTEROS NEGRO Y CAFÉ X MIEL 244,0,$ 80.000,3
1458,2022-04-09 00:00:00,MONEDERA  398,6,$ 18.000,3
1459,2022-04-09 00:00:00,MONEDERA  PEQUEÑA DPIEL 229,0,$ 12.000,3
1460,2022-04-09 00:00:00,MONEDERA  TROQUELADA OBSEQUIO 082,0,$ 1,3
1461,2022-04-09 00:00:00,MONEDERA ARTESANAL DOBLE CIERRE MEDELLIN- COLOMBIA 102,0,$ 15.000,3
1462,2022-04-09 00:00:00,MONEDERA BIGOTES 122,5,$ 15.000,3
1463,2022-04-09 00:00:00,MONEDERA BROCHE TROQUEL  451,5,$ 7.000,3
1464,2022-04-09 00:00:00,MONEDERA CABALLERO OBSEQUIO077,4,$ 1,3
1465,2023-03-22 00:00:00,MONEDERA DPIEL  397,0,$ 20.000,3
1466,2022-04-09 00:00:00,MONEDERA GRABADA DPIEL 279,0,$ 45.000,3
1467,2022-04-16 00:00:00,MONEDERA PORTADOCUMENTO OBSEQUIO DCUERO 228,3,$ 1,3
1468,2022-06-22 00:00:00,MONEDERA PORTADOCUMENTOS DPIEL 278,0,$ 48.000,3
1469,2022-04-29 00:00:00,MONEDERA RECTANGULAR DOBLE CIERRE 029ok,0,$ 15.000,3
1470,2024-02-26 00:00:00,MONEDERA REDONDA DPIEL 069,0,$ 12.000,3
1471,2023-08-05 00:00:00,MONEDERA RIVIERA DOBLE COMPARTIMIENTO GRABADA 352,1,$ 16.000,3
1472,2022-06-08 00:00:00,MONEDERA RIVIERA EN RETASOS  DOBLE COMPARTIMIENTO  336,0,$ 16.000,3
1473,2022-06-10 00:00:00,MONEDERA RIVIERA REDONDA GRABADA 357,2,$ 15.000,3
1474,2022-06-10 00:00:00,MONEDERA RIVIERA REDONDA RETASOS 354,2,$ 16.000,3
1475,2022-04-09 00:00:00,MONEDERA TROQUEL TIPO SOBRE 465,36,$ 10.000,3
1476,2022-04-09 00:00:00,MONEDERAS BILLETE  423,0,$ 20.000,3
1477,2023-04-20 00:00:00,MONEDERAS CORAZON 038,0,$ 30.000,3
1478,2022-04-09 00:00:00,MONEDERAS DE DAMA 420,4,$ 15.000,3
1479,2022-04-09 00:00:00,MONEDERAS DE HOMBRE PARA CORREA 105,0,$ 5.000,3
1480,2022-04-09 00:00:00,MONEDERAS PEQUEÑAS 421,0,$ 5.000,3
1481,2022-12-28 00:00:00,MONEDERO DOBLE CIERRE CERON 468,3,$ 15.000,3
1482,2022-04-09 00:00:00,MORRAL CERÓN CON BOLSILLO FRONTAL DE TAPA  CUERO NATURAL 117,1,$ 300.000,3
1483,2023-01-27 00:00:00,MORRAL CERÓN CON BOLSILLO FRONTAL DE TAPA 489,2,$ 340.000,3
1484,2023-03-18 00:00:00,MORRAL CUADRADO EFRENM488,1,$ 360.000,3
1485,2022-04-28 00:00:00,MORRAL CUADRADO GRANDE ZAMEX 186,1,$ 360.000,3
1486,2022-04-09 00:00:00,MORRAL CUADRADO PEQUEÑO ZAMEX 237,0,$ 260.000,3
1487,2022-04-09 00:00:00,MORRAL DAMA CON TAPA  DPIEL 115,0,$ 180.000,3
1488,2022-04-09 00:00:00,MORRAL DPIEL GRANDE 288,2,$ 340.000,3
1489,2022-04-09 00:00:00,MORRAL DPIEL GRANDE 454,3,$ 320.000,3
1490,2022-12-26 00:00:00,MORRAL EXTRA GRANDE DPIEL  147,0,$ 330.000,3
1491,2022-10-19 00:00:00,MORRAL GRABADO EN  COLORES Y UNICOLOR 329,0,$ 160.000,3
1492,2022-04-09 00:00:00,MORRAL GRANDE CON BOLSILLO FRONTAL DPIEL 056,0,$ 320.000,3
1493,2022-04-09 00:00:00,MORRAL GRANDE EFREN 162,3,$ 240.000,3
1494,2023-02-15 00:00:00,MORRAL GRANDE ZAMEX CON BOLSILLOS DELANTERO 039,1,$ 320.000,3
1495,2022-04-28 00:00:00,MORRAL OBALADO GRANDE ZAMEX 188,0,$ 300.000,3
1496,2022-04-09 00:00:00,MORRAL OVALADO PEQUEÑO ZAMEX 104,1,$ 160.000,3
1497,2022-04-09 00:00:00,MORRAL PEQUEÑO DPIEL 116,1,$ 160.000,3
1498,2022-10-18 00:00:00,MORRAL PEQUEÑO ZAMEX 081,0,$ 160.000,3
1499,2022-04-09 00:00:00,MORRAL VIAJERO GRANDE DPIEL 390,1,$ 390.000,3
1500,2023-08-15 00:00:00,MORRAL Y BOLSO 2 EN 1 ZAMEX 257,0,$ 160.000,3
1501,2023-05-03 00:00:00,MORRAL Y MANOS LIBRES ZAMEX 131,0,$ 140.000,3
1502,2023-05-08 00:00:00,MORRAL ZAMEX BOLSILLO FRONTAL NEGRO Y MIEL 209,1,$ 300.000,3
1503,2022-04-09 00:00:00,MORRAL ZAMEX MEDIADO BOLSILLOS A LOS LADOS 125,1,$ 180.000,3
1504,2022-05-28 00:00:00,PASAPORTES GRANDE 308,2,$ 90.000,3
1505,2022-06-11 00:00:00,"PASTUSO GRANDE NEGRO, MIEL Y CAFÉ 360",2,$ 80.000,3
1506,2022-09-01 00:00:00,"PASTUSO MEDIANO NEGRO, MIEL Y CAFÉ355",2,$ 70.000,3
1507,2022-04-09 00:00:00,PASTUSO PEQUEÑO NEGRO MIEL Y CAFÉ 351,2,$ 50.000,3
1508,2023-05-08 00:00:00,PECHERA CERON GRANDE 174,1,$ 100.000,3
1509,2022-07-22 00:00:00,PECHERA CERON PEQUEÑA 187,2,$ 90.000,3
1510,2022-08-12 00:00:00,PIERNERA DPIEL  419,3,$ 140.000,3
1511,2022-04-21 00:00:00,PINTURA 110,7,$ 6.000,3
1512,2022-04-09 00:00:00,PISABILLETES LA RIVIERA EN CUERO NAPA 406,0,$ 20.000,3
1513,2022-07-26 00:00:00,PISABILLETES RIVIERA EN TULA CON PORTADOCUMENTOS 402,0,$ 25.000,3
1514,2022-04-09 00:00:00,PISABILLETES RIVIERA SENCILLO 411,1,$ 18.000,3
1515,2023-04-15 00:00:00,"PLATAFORMA AZUL,NEGRA , BLANCA Y MIEL 276ok",1,$ 120.000,3
1516,2022-04-09 00:00:00,"PLATAFORMA CRUZADA MIEL,NEGRA Y BLANCA 031ok",0,$ 85.000,3
1517,2022-04-09 00:00:00,PLATAFORMA DORADA FOLIA  PROMO 178,0,$ 70.000,3
1518,2022-04-09 00:00:00,PLATAFORMA PROMO 009,1,$ 90.000,3
1519,2022-04-09 00:00:00,PLATAFORMA ROJA Y MIEL  175,1,$ 80.000,3
1520,2022-12-29 00:00:00,PORTA CELULAR CON CIERRE 035,3,$ 40.000,3
1521,2022-08-22 00:00:00,PORTA CELULAR DPIEL 358,3,$ 120.000,3
1522,2025-03-10 00:00:00,PORTA CELULAR PEQUEÑO 168,0,$ 30.000,3
1523,2022-04-09 00:00:00,PORTA DOCUMENTO GRABADO CERON 300,4,$ 20.000,3
1524,2022-04-09 00:00:00,PORTA DOCUMENTO SENCILLO 149   ,1,$ 12.000,3
1525,2022-07-19 00:00:00,PORTA DOCUMENTO TIPO LIBRETA DPIEL 262,0,$ 12.000,3
1526,2022-04-09 00:00:00,PORTA DOCUMENTO TIPO SOBRE 463,4,$ 20.000,3
1527,2022-07-15 00:00:00,PORTADOCUMENTO CON BROCHE DPIEL 045,1,$ 35.000,3
1528,2022-06-07 00:00:00,PORTADOCUMENTO MULTIPLE DPIEL  332,0,$ 25.000,3
1529,2022-04-09 00:00:00,PORTADOCUMENTO SENCILLO DPIEL 326,2,$ 10.000,3
1530,2022-04-09 00:00:00,PORTADOCUMENTOS Y MONEDERA DPIEL 324,0,$ 25.000,3
1531,2022-05-27 00:00:00,PORTADOCUMETOS DE CIEERE GRABADO 309,2,$ 35.000,3
1532,2022-04-09 00:00:00,PORTAPASAPORTES PEQUEÑO 218,2,$ 60.000,3
1533,2023-04-15 00:00:00,RIÑONERA BOLSILLO CUADRADO146,2,$ 65.000,3
1534,2023-04-27 00:00:00,RIÑONERA DE TAPA 083,0,$ 60.000,3
1535,2022-05-18 00:00:00,RIÑONERA DPIEL 167,0,$ 80.000,3
1536,2022-04-09 00:00:00,RIÑONERA GRANDE 150,3,$ 55.000,3
1537,2022-04-09 00:00:00,RIÑONERA GRANDE ZAMEX 007,0,$ 80.000,3
1538,2022-04-09 00:00:00,RIÑONERA PURO CUERO 195,2,$ 45.000,3
1539,2022-04-09 00:00:00,RIÑONERA SPORT COLORES SURTIDOS 338,8,$ 45.000,3
1540,2025-02-10 00:00:00,SANDALIA   DORADA X BEIGE Y NUDE PROMO 434,0,$ 70.000,3
1541,2022-04-09 00:00:00,SANDALIA BLANCA DE TACON 200ok,1,$ 130.000,3
1542,2022-10-24 00:00:00,SANDALIA BLANCA X ROJO Y ANIMAL PRINT 157ok,0,$ 130.000,3
1543,2022-04-09 00:00:00,SANDALIA BLANCA Y MIEL TAPADA 176,1,$ 95.000,3
1544,2023-12-02 00:00:00,"SANDALIA DCUERO MIEL,NEGRA Y CAFE 075ok",6,$ 100.000,3
1545,2022-04-09 00:00:00,SANDALIA DE CABALLERO TRES PUNTADAS 234,0,$ 80.000,3
1546,2023-06-09 00:00:00,SANDALIA DE CUERO  SUELA PLAYERA 258,6,$ 100.000,3
1547,2022-04-09 00:00:00,SANDALIA DE TACON DORADA 438,0,$ 145.000,3
1548,2023-04-21 00:00:00,SANDALIA LUZ ZELLEX COLOR MIEL 051ok,0,$ 100.000,3
1549,2022-04-09 00:00:00,SANDALIA NEGRA DE TACON 099ok,3,$ 135.000,3
1550,2022-04-09 00:00:00,SANDALIA NEGRA PERFORADA DE TACON 267,0,$ 80.000,3
1551,2023-11-22 00:00:00,SANDALIA NEGRA TACON 3 1/2 425ok,3,$ 145.000,3
1552,2023-03-21 00:00:00,SANDALIA NEGRA TROQUELADA 472,0,$ 150.000,3
1553,2022-04-09 00:00:00,SANDALIA NUDE TACON 3 1/2 426ok,0,$ 130.000,3
1554,2022-04-09 00:00:00,SANDALIA PLANA AZUL PROMO 246,0,$ 50.000,3
1555,2022-04-09 00:00:00,SANDALIA PLANA PLATEADA PROMO 231,6,$ 50.000,3
1556,2022-10-31 00:00:00,SANDALIA PLAYERA BEIGE NEGRA Y BLANCA071ok,5,$ 120.000,3
1557,2022-04-09 00:00:00,SANDALIA PLAYERA BEIGE Y BLANCA ZELLEX 153,5,$ 150.000,3
1558,2022-04-11 00:00:00,SANDALIA PLAYERA DCUERO BLANCA Y BEIGE  046,4,$ 140.000,3
1559,2022-04-09 00:00:00,SANDALIA PLAYERA NEGRA ZELLEX 160ok,0,$ 140.000,3
1560,2022-12-27 00:00:00,"SANDALIA PLAYERA TRES OROS,NEGRA Y DORADA X BEIGE Y NUDE 464ok",0,$ 90.000,3
1561,2023-12-07 00:00:00,SANDALIA ROJA DE TACON 307 ok,0,$ 130.000,3
1562,2022-08-22 00:00:00,SANDALIA ROJA PLAYERA  415ok,0,$ 110.000,3
1563,2022-04-09 00:00:00,SANDALIA SEMIORTOPEDICA AZUL 477ok,3,$ 120.000,3
1564,2022-08-27 00:00:00,SANDALIA SEMIORTOPEDICA BEIGE X AZUL 198,0,$ 115.000,3
1565,2023-03-21 00:00:00,SANDALIA SEMIORTOPEDICA BLANCA X FOLIA 437,0,$ 80.000,3
1566,2022-04-09 00:00:00,SANDALIA SEMIORTOPEDICA BLANCA Y NEGRA X ANIMAL PRINT 137ok,0,$ 120.000,3
1567,2022-04-09 00:00:00,SANDALIA SEMIORTOPEDICA DE RESORTE NEGRA 294ok,3,$ 120.000,3
1568,2022-11-02 00:00:00,SANDALIA SEMIORTOPEDICA DORADA FOLIA CRUZADA 003ok,0,$ 75.000,3
1569,2022-04-09 00:00:00,SANDALIA SEMIORTOPEDICA MIEL X FOLIA  436ok,2,$ 115.000,3
1570,2022-04-09 00:00:00,SANDALIA SEMIORTOPEDICA NEGRA XFOLIA 392ok,1,$ 115.000,3
1571,2022-04-09 00:00:00,SANDALIA SEMIORTOPEDICA ROJA  034ok,2,$ 115.000,3
1572,2022-12-27 00:00:00,SANDALIA SEMIORTOPEDICA ROJA GRABADA 410,1,$ 120.000,3
1573,2022-04-09 00:00:00,SANDALIA SEMIORTPEDICA ROJA 435ok,0,$ 110.000,3
1574,2022-04-09 00:00:00,"SANDALIA TACON PLAYERO NEGRA,ROJA Y BLANCA 094ok",0,$ 80.000,3
1575,2022-07-26 00:00:00,SANDALIA TACON PLAYERO NEGRA400,2,$ 95.000,3
1576,2022-11-22 00:00:00,SANDALIA TOMMY SEMIORTOPEDICA 442,0,$ 85.000,3
1577,2022-11-22 00:00:00,SANDALIA TRENZADA ZELLEX 293,5,$ 160.000,3
1578,2023-02-28 00:00:00,SANDALIA TRES PUNTADAS DCUERO NEGRA Y MIEL 028,10,$ 100.000,3
1579,2022-04-09 00:00:00,SANDALIA TRES PUNTADAS NEGRAS DOBLE HEBILLA PROMO 193,3,$ 50.000,3
1580,2022-06-25 00:00:00,SANDALIA TURISTA DE DAMA CAFE Y NEGRA 382OK,1,$ 80.000,3
1581,2022-11-25 00:00:00,SANDALIA ZOE ZELLEX 170ok,0,$ 135.000,3
1582,2022-04-12 00:00:00,SANDALIAS  SUELA CON BORDE  DCUERO 236,13,$ 110.000,3
1583,2022-04-09 00:00:00,SANDALIAS MIEL TACON 3 1/2 363ok,0,$ 145.000,3
1584,2022-04-09 00:00:00,SHAMPOO PARA CUERO 408,4,$ 6.000,3
1585,2022-05-12 00:00:00,SOBRES PÓRTADOCUMENTO OBSEQUIO 270,2,$ 1,3
1586,2022-04-09 00:00:00,SUECO CAFE CON HERRAJE  314,4,$ 120.000,3
1587,2023-07-07 00:00:00,SUECO CAMILA ZELLEX 250ok,0,$ 140.000,3
1588,2022-04-27 00:00:00,SUECO DE CORREA CON BORLAS ROJO Y NEGRO088ok,3,$ 160.000,3
1589,2022-04-09 00:00:00,SUECO DE CORREA PLATEADO Y DORADO 432ok,4,$ 160.000,3
1590,2022-04-09 00:00:00,SUECO ENMALLADO ROJO Y NEGRO  042ok,1,$ 160.000,3
1591,2023-05-24 00:00:00,SUECO MIEL PROMO 151,0,$ 95.000,3
1592,2022-07-26 00:00:00,SUECO NEGRO CON TOBILLERA 444,0,$ 145.000,3
1593,2022-04-09 00:00:00,SUECO NEGRO X ESTAMPADO 024,1,$ 95.000,3
1594,2022-04-09 00:00:00,SUECO NEGRO Y MIEL 010ok,2,$ 100.000,3
1595,2022-08-02 00:00:00,TACON  5/2 CLASICO NEGRO 076,2,$ 110.000,3
1596,2022-08-02 00:00:00,TACON 5/2 CLASICO GRABADO PROMO 092,0,$ 80.000,3
1597,2022-04-09 00:00:00,TACON CLASICO 230ok,2,$ 80.000,3
1598,2022-12-28 00:00:00,TACON NEGRO 440ok,1,$ 145.000,3
1599,2022-04-09 00:00:00,TAPABOCAS EN CUERO  370,15,$ 7.000,3
1600,2022-08-11 00:00:00,TARJETERO DAMA ARGOLLA Y MONEDERO  414,1,$ 28.000,3
1601,2022-04-09 00:00:00,TARJETERO DAMA CON TAPA  319 ,2,$ 30.000,3
1602,2025-04-14 00:00:00,TARJETERO RIVIERA APLIQUE ABEJA 321,0,$ 30.000,3
1603,2022-04-09 00:00:00,TARJETERO RIVIERA SENCILLO DOS BOLSILLOS 327,2,$ 14.000,3
1604,2022-04-09 00:00:00,TENI AZUL 371ok,2,$ 140.000,3
1605,2022-10-18 00:00:00,TENI BEIGE X  DORADO Y NEGRO 256,0,$ 90.000,3
1606,2022-04-09 00:00:00,TENI BEIGE X DORADO VERDE Y CAMEL 311ok,0,$ 140.000,3
1607,2023-04-15 00:00:00,TENI BEIGE X NEGRO X PLATA  272,0,$ 130.000,3
1608,2023-08-05 00:00:00,TENI BEIGE X ORO ROSA Y DORADO 180,0,$ 95.000,3
1609,2022-04-09 00:00:00,TENI BLANCO 340ok,2,$ 140.000,3
1610,2022-04-09 00:00:00,TENI BLANCO 368ok,1,$ 95.000,3
1611,2023-08-05 00:00:00,TENI BLANCO X ROJO  Y AZUL 379ok,1,$ 95.000,3
1612,2022-04-09 00:00:00,TENI BRONCO CAFE X FRANAJA MIEL    201,5,$ 160.000,3
1613,2022-04-09 00:00:00,TENI BRONCO SUELA BLANCA CABALLERO 260,3,$ 160.000,3
1614,2022-04-09 00:00:00,TENI CAFE Y NEGRO MACHOS 154,0,$ 100.000,3
1615,2022-04-09 00:00:00,TENI COLORES PASTEL 386ok,0,$ 90.000,3
1616,2022-04-09 00:00:00,"TENI COSIDO WORKER NEGRO,MIEL,AZUL 469",23,$ 140.000,3
1617,2022-11-09 00:00:00,TENI CREMA X DORADO Y CAMEL 383,0,$ 90.000,3
1618,2022-04-09 00:00:00,TENI DAMA BLANCO DCUERO 055,1,$ 140.000,3
1619,2022-04-09 00:00:00,TENI DAMA PLATEADO DCUERO  062ok,1,$ 140.000,3
1620,2023-05-24 00:00:00,TENI DE DAMA BEIGE Y BLANCO X DORADO DCUERO  220,2,$ 140.000,3
1621,2022-04-09 00:00:00,TENI DE DAMA NEGRO DCUERO  027,2,$ 140.000,3
1622,2022-04-09 00:00:00,TENI JORWILL NEGRO Y AZUL  344ok,3,$ 130.000,3
1623,2022-04-09 00:00:00,"TENI JORWILL NEGRO, AZUL Y MIEL 155ok",5,$ 130.000,3
1624,2022-04-09 00:00:00,TENI MIEL  0006ok,0,$ 90.000,3
1625,2023-03-22 00:00:00,TENI MIEL JORWILL 124,0,$ 125.000,3
1626,2022-04-09 00:00:00,TENI MIEL X ANIMAL PRINT 404,0,$ 90.000,3
1627,2022-04-09 00:00:00,TENI NEGRO  172,0,$ 130.000,3
1628,2022-04-09 00:00:00,TENI NEGRO DAMA 285ok,0,$ 140.000,3
1629,2022-10-18 00:00:00,TENI NEGRO SUELA ANCHA 093,0,$ 140.000,3
1630,2022-06-25 00:00:00,TENI NEGRO SUELA NEGRA 381ok,0,$ 90.000,3
1631,2025-01-14 00:00:00,TENI NEGRO X PLATA 265,2,$ 130.000,3
1632,2022-04-09 00:00:00,TENI NEGRO X PLATEADO PROMO 087 ,0,$ 80.000,3
1633,2022-05-20 00:00:00,TENI ORO ROSA X NUDE Y CREMA 008ok,15,$ 140.000,3
1634,2025-02-18 00:00:00,TENI PLATA X PLOMO,0,$ 140.000,3
1635,2022-05-31 00:00:00,TENI PLATEADO X NEGRO 274oksi,0,$ 90.000,3
1636,2022-04-09 00:00:00,TENI ROJO 166ok,0,$ 130.000,3
1637,2022-04-09 00:00:00,TENI ROJO CON FRANJA DORADA 129,0,$ 90.000,3
1638,2023-04-18 00:00:00,TENI ROJO X GECO 372ok,2,$ 140.000,3
1639,2022-04-09 00:00:00,TENI SAMBA DCUERO 490,4,$ 140.000,3
1640,2022-04-29 00:00:00,TENI VINO TINTO X BLANCO Y DORADO  212ok,2,$ 140.000,3
1641,2022-04-09 00:00:00,TENIS ADIDAS BLANCO Y NEGRO  165ok,0,$ 90.000,3
1642,2023-07-11 00:00:00,TENIS JORWILL 339ok,1,$ 90.000,3
1643,2022-04-09 00:00:00,TENNI BLANCO  121,1,$ 90.000,3
1644,2024-04-09 00:00:00,TULA DCUERO 471,0,$ 100.000,3
1645,2022-04-09 00:00:00,TULA DPIEL 403,0,$ 120.000,3
1646,2022-04-09 00:00:00,ZAPATERIA CREATIVA 208,3,$ 20.000,3
1647,2023-04-18 00:00:00,ZAPATILLA CLASICA SIN CORDON JORWILL 033,3,$ 130.000,3
1648,2022-04-09 00:00:00,ZAPATILLA CORREA CRUZADA ZELLEX  480,4,$ 130.000,3
1649,2022-04-09 00:00:00,"ZAPATILLA CUERO ENCERADO NEGRA,AZUL ,MIEL Y CAFÉ 179ok",1,$ 110.000,3
1650,2024-11-28 00:00:00,ZAPATILLA DE CORDON JORWILL NEGRA Y CAFE 478ok,10,$ 130.000,3
1651,2022-06-30 00:00:00,ZAPATILLA MIEL Y NEGRA JORWILL 375ok,4,$ 130.000,3
1652,2022-04-29 00:00:00,ZAPATILLA NEGRA DATHANOS 204ok,2,$ 155.000,3
1653,2022-06-19 00:00:00,ZAPATILLA NEGRA SIN CORDON JORWILL 373ok,3,$ 125.000,3
1654,2022-06-10 00:00:00,ZAPATO 3 1/2 TACON DE PUNTA 347ok,0,$ 110.000,3
1655,2022-06-29 00:00:00,ZAPATO AZUL X MIEL DATHANO 199ok,5,$ 145.000,3
1656,2022-04-09 00:00:00,ZAPATO CAFÉ Y NEGRO CUERO ENCERADO MACHOS 376ok,2,$ 140.000,3
1657,2022-04-09 00:00:00,ZAPATO CLASICO ELEGANTE DE TACON CUADRADO 445ok,1,$ 110.000,3
1658,2022-04-09 00:00:00,ZAPATO CORAL ZELLEX 456,0,$ 145.000,3
1659,2024-05-08 00:00:00,"ZAPATO DE DESCANSO  AZUL, NEGRO, ROJO, DORADO 483",9,$ 95.000,3
1660,2022-04-09 00:00:00,ZAPATO DE DESCANSO  ESCOTE BAJO 096ok,12,$ 75.000,3
1661,2023-04-28 00:00:00,ZAPATO DE DESCANSO  ESCOTE BAJO PROMO 067,1,$ 50.000,3
1662,2022-04-09 00:00:00,ZAPATO DE DESCANSO TIPO MOCASIN 141,5,$ 90.000,3
