,Fecha,Descripción,M. de pago,Valor,Sede
1490,2025-03-01 00:00:00,1 BOTA MACHOS GRIS Y NEGRA 127,Efectivo,136000,3
1491,2025-03-01 00:00:00,1 BOTA MIEL X NEGRO MACHOS 475,Efectivo,120000,3
1492,2025-03-01 00:00:00,"1 PASTUSO MEDIANO NEGRO, MIEL Y CAFÉ355",Efectivo,56000,3
1493,2025-03-01 00:00:00,1 MORRAL Y BOLSO 2 EN 1 ZAMEX 257,Efectivo,120000,3
1494,2025-03-01 00:00:00,1 MONEDERA DPIEL  397,Efectivo,16000,3
1495,2025-03-01 00:00:00,1 ZAPATO NEGRO TIPO TENI MACHOS 316,Efectivo,120000,3
1496,2025-03-01 00:00:00,1 PINTURA 110,Efectivo,4800,3
1497,2025-03-01 00:00:00,1 BOTAS BRONCO CABALLERO 280,Efectivo,104000,3
1498,2025-03-01 00:00:00,1 CORREA 3.0 048,Efectivo,22400,3
1499,2025-03-01 00:00:00,1 BOTIN MOÑO LATERAL 232ok,Efectivo,124000,3
1500,2025-03-01 00:00:00,"1 BOTIN RESORTE MIEL, CARNAZA Y NEGRO 330ok",Efectivo,104000,3
1501,2025-03-01 00:00:00,8 MONEDERA BROCHE TROQUEL  451,Efectivo,44800,3
1502,2025-03-01 00:00:00,1 MONEDERA TROQUEL TIPO SOBRE 465,Efectivo,8000,3
1503,2025-03-01 00:00:00,1 CORREA 2CM 014,Efectivo,19200,3
1504,2025-03-01 00:00:00,1  SANDALIA SEMIORTOPEDICA NEGRA 103ok,Efectivo,88000,3
1505,2025-03-01 00:00:00,1 SANDALIA SEMIORTOPEDICA MIEL X FOLIA  436ok,Efectivo,92000,3
1506,2025-03-01 00:00:00,1 CHAQUETAS PARA DAMA  185,Efectivo,360000,3
1507,2025-03-01 00:00:00,1 MORRAL DAMA CON TAPA  DPIEL 115,Efectivo,144000,3
1508,2025-03-01 00:00:00,1 BOTA NEGRA MACHOS 348,Efectivo,120000,3
1509,2025-03-01 00:00:00,1 CORREA GUCCI CON PIEDRAS ANCHA 297,Efectivo,36000,3
1510,2025-03-03 00:00:00,"1 BOTIN RESORTE MIEL, CARNAZA Y NEGRO 330ok",Efectivo,130000,3
1511,2025-03-03 00:00:00,1 MONEDERA  398,Efectivo,15000,3
1512,2025-03-03 00:00:00,1 GORRAS CON FORRO 401,Efectivo,65000,3
1513,2025-03-03 00:00:00,1 GORRAS SIN FORRO 395,Efectivo,65000,3
1514,2025-03-03 00:00:00,1 BOTA MACHOS GRIS Y NEGRA 127,Efectivo,136000,3
1515,2025-03-03 00:00:00,1 ZAPATO SPORT DE CABALLERO COLOR IMBLUE 194ok,Efectivo,136000,3
1516,2025-03-03 00:00:00,1 ZAPATO VILMA ZELLEX 296ok,Efectivo,120000,3
1517,2025-03-04 00:00:00,1 TULA DPIEL 403,Efectivo,120000,3
1518,2025-03-04 00:00:00,1 MONEDERAS PEQUEÑAS 421,Efectivo,5000,3
1519,2025-03-04 00:00:00,1 MONEDERA DPIEL  397,Efectivo,20000,3
1520,2025-03-04 00:00:00,1 TENI COLORES PASTEL 386ok,Efectivo,90000,3
1521,2025-03-04 00:00:00,1 MONEDERA  TROQUELADA OBSEQUIO 082,Efectivo,1,3
1522,2025-03-04 00:00:00,"1 BOTIN RESORTE MIEL, CARNAZA Y NEGRO 330ok",Efectivo,130000,3
1523,2025-03-04 00:00:00,1 MANOS LIBRES RECTANGULAR GRABADO EFREN  095,Efectivo,55000,3
1524,2025-03-04 00:00:00,1 MONEDERA  TROQUELADA OBSEQUIO 082,Efectivo,1,3
1525,2025-03-04 00:00:00,1 MANOS LIBRES 3 CIERRES CERON 452,Efectivo,70000,3
1526,2025-03-04 00:00:00,1 CORREA 3.0 048,Efectivo,28000,3
1527,2025-03-04 00:00:00,1 MANOS LIBRE GRANDE DPIEL 341,Efectivo,150000,3
1528,2025-03-04 00:00:00,1 BILLETERAS DE BROCHE PEQUEÑAS DPIEL 284,Efectivo,62000,3
1529,2025-03-05 00:00:00,1 TENI ORO ROSA X NUDE Y CREMA 008ok,Efectivo,140000,3
1530,2025-03-05 00:00:00,1 BILLETERA DE HOMBRE CERON455,Efectivo,40000,3
1531,2025-03-05 00:00:00,1 BILLETERA CON MARIPOSAS DPIEL 161,Efectivo,25000,3
1532,2025-03-05 00:00:00,1 BOTA DATHANOS DE CORDON NEGRA Y MIEL485,Efectivo,165000,3
1533,2025-03-05 00:00:00,1 BILLETERA  DPIEL HOMBRE PARA CABALLERO 405,Efectivo,48000,3
1534,2025-03-05 00:00:00,1 MONEDERA DPIEL  397,Efectivo,20000,3
1535,2025-03-06 00:00:00,1  RIÑONERA PEQUEÑA 066,Efectivo,40000,3
1536,2025-03-06 00:00:00,1 MONEDERA BROCHE TROQUEL  451,Efectivo,7000,3
1537,2025-03-06 00:00:00,1 MONEDERAS PEQUEÑAS 421,Efectivo,5000,3
1538,2025-03-06 00:00:00,1 MONEDERA RECTANGULAR DOBLE CIERRE 029ok,Efectivo,15000,3
1539,2025-03-06 00:00:00,1 BOTA MACHOS GRIS Y NEGRA 127,Efectivo,170000,3
1540,2025-03-06 00:00:00,1 MONEDERA  TROQUELADA OBSEQUIO 082,Efectivo,1,3
1541,2025-03-06 00:00:00,2 LLAVEROS FLOR Y CORAZON 108,Efectivo,30000,3
1542,2025-03-06 00:00:00,2 MONEDERA RECTANGULAR DOBLE CIERRE 029ok,Efectivo,30000,3
1543,2025-03-06 00:00:00,1 GRASA DE POTRO 394,Efectivo,9000,3
1544,2025-03-07 00:00:00,1 SUECO DE CORREA PLATEADO Y DORADO 432ok,Efectivo,128000,3
1545,2025-03-07 00:00:00,1 CORREAS DCUERO 043,Efectivo,55000,3
1546,2025-03-07 00:00:00,1 COMBO MONEDERA Y BILLETERA DE DAMA 16,Efectivo,72000,3
1547,2025-03-08 00:00:00,1 PORTA CELULAR CON CIERRE 035,Efectivo,40000,3
1548,2025-03-08 00:00:00,1 BILLETERA CIERRE BROCHE ZAMEX 030,Efectivo,75000,3
1549,2025-03-08 00:00:00,1 MORRAL GRANDE EFREN 162,Efectivo,240000,3
1550,2025-03-08 00:00:00,1 MONEDERA  TROQUELADA OBSEQUIO 082,Efectivo,1,3
1551,2025-03-08 00:00:00,1 BILLETERA DE HOMBRE  ZAMEX 065,Efectivo,45000,3
1552,2025-03-08 00:00:00,1 LLAVERO TROQUELADO OBSEQUIO 085,Efectivo,1,3
1553,2025-03-08 00:00:00,1 MONEDERA RECTANGULAR DOBLE CIERRE 029ok,Efectivo,15000,3
1554,2025-03-08 00:00:00,1 COMBO MONEDERA Y BILLETERA DE DAMA 16,Efectivo,72000,3
1555,2025-03-08 00:00:00,1 BOTA MACHOS CUERO ENCERADO NEGRA Y CAFÉ  090,Efectivo,140000,3
1556,2025-03-08 00:00:00,1 MANOS LIBRES 3 CIERRES CERON 452,Efectivo,70000,3
1557,2025-03-08 00:00:00,2 MONEDERA RECTANGULAR DOBLE CIERRE 029ok,Efectivo,30000,3
1558,2025-03-08 00:00:00,2 MONEDERAS PEQUEÑAS 421,Efectivo,10000,3
1559,2025-03-10 00:00:00,1 BILLETERA DE TAPA ZAMEX 222,Efectivo,65000,3
1560,2025-03-10 00:00:00,1 MORRAL DAMA CON TAPA  DPIEL 115,Efectivo,180000,3
1561,2025-03-10 00:00:00,1 BILLETERAS DE BROCHE PEQUEÑAS DPIEL 284,Efectivo,62000,3
1562,2025-03-10 00:00:00,1 BOTA ZELLEX TAMPA MIEL 377ok,Efectivo,140000,3
1563,2025-03-10 00:00:00,1 MANOS LIBRES DPIEL PEQUEÑO PARA HOMBRE 216,Efectivo,140000,3
1564,2025-03-10 00:00:00,1 CORREA SEMIDELGADA TROQUELADA 060,Efectivo,28000,3
1565,2025-03-10 00:00:00,1 LLAVEROS FLOR Y CORAZON 108,Efectivo,12000,3
1566,2025-03-10 00:00:00,1 CORREAS DCUERO 043,Efectivo,55000,3
1567,2025-03-10 00:00:00,1 BILLETERA DE HOMBRE CUERO BRILLANTE 310,Efectivo,20000,3
1568,2025-03-10 00:00:00,1 COSMETIQUERAS DE COLORES 416,Efectivo,25000,3
1569,2025-03-10 00:00:00,1 MONEDERA RECTANGULAR DOBLE CIERRE 029ok,Efectivo,15000,3
1570,2025-03-10 00:00:00,1 BOTA DATHANOS DE CORDON NEGRA Y MIEL485,Efectivo,165000,3
1571,2025-03-11 00:00:00,1 RIÑONERA SPORT COLORES SURTIDOS 338,Efectivo,45000,3
1572,2025-03-11 00:00:00,1 BILLETERAS DE BROCHE PEQUEÑAS DPIEL 284,Efectivo,49600,3
1573,2025-03-11 00:00:00,1 CORREA SEMIDELGADA TROQUELADA 060,Efectivo,28000,3
1574,2025-03-11 00:00:00,1 COMBO MONEDERA Y BILLETERA DE DAMA 16,Efectivo,72000,3
1575,2025-03-11 00:00:00,2 BOLSOS GRABADOS 163,Efectivo,240000,3
1576,2025-03-11 00:00:00,1 PORTA DOCUMENTO GRABADO CERON 300,Efectivo,20000,3
1577,2025-03-11 00:00:00,1 MONEDERA  398,Efectivo,15000,3
1578,2025-03-11 00:00:00,1 BILLETERA DE HOMBRE  385,Efectivo,25000,3
1579,2025-03-11 00:00:00,1 BILLETERA DE HOMBRE CUERO BRILLANTE 310,Efectivo,20000,3
1580,2025-03-11 00:00:00,1 BILLETERA DE HOMBRE  385,Efectivo,25000,3
1581,2025-03-11 00:00:00,1 CORREAS DCUERO 043,Efectivo,55000,3
1582,2025-03-12 00:00:00,1 MANOS LIBRES OVALADO ZAMEX  255,Efectivo,90000,3
1583,2025-03-12 00:00:00,2 PORTA DOCUMENTO GRABADO CERON 300,Efectivo,40000,3
1584,2025-03-12 00:00:00,1 MORRAL OVALADO PEQUEÑO ZAMEX 104,Efectivo,150000,3
1585,2025-03-13 00:00:00,2 LLAVERO DE TIRAS SENCILLO 182,Efectivo,10000,3
1586,2025-03-13 00:00:00,1  MORRAL TIPO MOCHILA DPIEL 266,Efectivo,160000,3
1587,2025-03-13 00:00:00,1 ZAPATILLA DE CORDON JORWILL NEGRA Y CAFE 478ok,Efectivo,130000,3
1588,2025-03-13 00:00:00,1 CORREA 3.0 048,Efectivo,28000,3
1589,2025-03-14 00:00:00,1 MONEDERAS PEQUEÑAS 421,Efectivo,5000,3
1590,2025-03-14 00:00:00,1 CORREA 3.0 048,Efectivo,28000,3
1591,2025-03-14 00:00:00,1 CORREA SEMIDELGADA TROQUELADA 060,Efectivo,35000,3
1592,2025-03-14 00:00:00,1 CORREAS SEMIDELGADAS 428,Efectivo,25000,3
1593,2025-03-14 00:00:00,1 MONEDERA RECTANGULAR DOBLE CIERRE 029ok,Efectivo,15000,3
1594,2025-03-14 00:00:00,1 MOCASIN DE DESCANSO 277ok,Efectivo,85000,3
1595,2025-03-14 00:00:00,1 ZAPATO EULALIA ZELLEX 054ok,Efectivo,105000,3
1596,2025-03-14 00:00:00,1 MONEDERAS DE DAMA 420,Efectivo,12000,3
1597,2025-03-14 00:00:00,1 MONEDERAS PEQUEÑAS 421,Efectivo,5000,3
1598,2025-03-14 00:00:00,1 BOTIN NEGRO DATANO 191,Efectivo,145000,3
1599,2025-03-14 00:00:00,"1 PLATAFORMA CRUZADA MIEL,NEGRA Y BLANCA 031ok",Efectivo,85000,3
1600,2025-03-14 00:00:00,1 BILLETERA DAMA CIERRE GRANDE CERON 173,Efectivo,80000,3
1601,2025-03-14 00:00:00,1 BILLETERA DE TAPA PASADOR ZAMEX 224,Efectivo,65000,3
1602,2025-03-14 00:00:00,1 BILLETERAS MINI SENCILLAS CON BROCHE 318,Efectivo,28000,3
1603,2025-03-14 00:00:00,1 MONEDERA BROCHE TROQUEL  451,Efectivo,7000,3
1604,2025-03-14 00:00:00,1 BILLETERA DE HOMBRE CERON455,Efectivo,40000,3
1605,2025-03-14 00:00:00,1 CORREAS DCUERO 043,Efectivo,55000,3
1606,2025-03-14 00:00:00,1 SANDALIA NEGRA PERFORADA DE TACON 267,Efectivo,80000,3
1607,2025-03-14 00:00:00,1 MORRAL CUADRADO EFRENM488,Efectivo,360000,3
1608,2025-03-15 00:00:00,1 MONEDERAS PEQUEÑAS 421,Efectivo,5000,3
1609,2025-03-15 00:00:00,1 CORREA 3.0 048,Efectivo,28000,3
1610,2025-03-15 00:00:00,1 SANDALIA LUZ ZELLEX COLOR MIEL 051ok,Efectivo,100000,3
1611,2025-03-15 00:00:00,1 BOTA DATHANOS DE CORDON NEGRA Y MIEL485,Efectivo,165000,3
1612,2025-03-15 00:00:00,1 CORREA 3.0 048,Efectivo,28000,3
1613,2025-03-15 00:00:00,1 BILLETERA PASADOR TRIANGULAR ZAMEX 356,Efectivo,65000,3
1614,2025-03-15 00:00:00,1 BOLICHERO 184ok,Efectivo,130000,3
1615,2025-03-15 00:00:00,1 MONEDERA  398,Efectivo,15000,3
1616,2025-03-15 00:00:00,1 BOTIN NEGRO DATANO 191,Efectivo,145000,3
1617,2025-03-15 00:00:00,1 SANDALIA PLAYERA BEIGE NEGRA Y BLANCA071ok,Efectivo,120000,3
1618,2025-03-15 00:00:00,1 BILLETERA DE HOMBRE CERON455,Efectivo,40000,3
1619,2025-03-15 00:00:00,1 MONEDERA RECTANGULAR DOBLE CIERRE 029ok,Efectivo,15000,3
1620,2025-03-15 00:00:00,1 FORCHE COLORES 225ok,Efectivo,120000,3
1621,2025-03-17 00:00:00,1 CORREAS DCUERO 043,Efectivo,55000,3
1622,2025-03-17 00:00:00,1 BILLETERA DE HOMBRE  385,Efectivo,25000,3
1623,2025-03-17 00:00:00,1 BILLETERA DE HOMBRE CUERO BRILLANTE 310,Efectivo,20000,3
1624,2025-03-17 00:00:00,1 CORREAS SEMIDELGADAS 428,Efectivo,25000,3
1625,2025-03-17 00:00:00,1 BOTAS DE DOTACION MACHOS COLOR ARENA Y NEGRO 113,Efectivo,180000,3
1626,2025-03-17 00:00:00,1 LLAVERO TROQUELADO OBSEQUIO 085,Efectivo,1,3
1627,2025-03-17 00:00:00,1 CORREA TROQUELADA 331,Efectivo,30000,3
1628,2025-03-17 00:00:00,"1 SANDALIA DCUERO MIEL,NEGRA Y CAFE 075ok",Efectivo,100000,3
1629,2025-03-17 00:00:00,1 MONEDERAS PEQUEÑAS 421,Efectivo,5000,3
1630,2025-03-17 00:00:00,1 SANDALIA SEMIORTOPEDICA DE RESORTE NEGRA 294ok,Efectivo,120000,3
1631,2025-03-17 00:00:00,1 MONEDERA PORTADOCUMENTOS DPIEL 278,Efectivo,38400,3
1632,2025-03-17 00:00:00,1 BILLETERA DE HOMBRE CUERO BRILLANTE 310,Efectivo,20000,3
1633,2025-03-17 00:00:00,"1 BOTIN AZUL,NEGRO Y CAFE JORWILL  023ok",Efectivo,15000,3
1634,2025-03-18 00:00:00,1 BOTIN MOÑO LATERAL 232ok,Transferencia Bancaria,170000,3
1635,2025-03-18 00:00:00,1 CROSS OVER CERON PEQUEÑO 190,Efectivo,15000,3
1636,2025-03-18 00:00:00,1 BOCA DE PESCADO DELIA BEIGE Y BLANCO 486,Efectivo,130000,3
1637,2025-03-18 00:00:00,1 RIÑONERA DE TAPA 083,Efectivo,60000,3
1638,2025-03-18 00:00:00,1 CORREAS DE HOMBRE ANCHAS 430,Efectivo,30000,3
1639,2025-03-18 00:00:00,3 CORREA DE CABALLERO  COLORES 070,Efectivo,105000,3
1640,2025-03-18 00:00:00,1 PORTA CELULAR CON CIERRE 035,Efectivo,40000,3
1641,2025-03-18 00:00:00,1  MORRAL TIPO MOCHILA DPIEL 266,Efectivo,80000,3
1642,2025-03-18 00:00:00,1 PORTA CELULAR PEQUEÑO 168,Efectivo,30000,3
1643,2025-03-19 00:00:00,1  393,Efectivo,90000,3
1644,2025-03-19 00:00:00,1 CHANCLA DE TIRAS BLANCA  458ok,Efectivo,95000,3
1645,2025-03-19 00:00:00,1 PORTA CELULAR PEQUEÑO 168,Efectivo,30000,3
1646,2025-03-19 00:00:00,1 BOLSOS GRABADOS 163,Efectivo,150000,3
1647,2025-03-19 00:00:00,1 BOTIN CORDON Y CIERRE 126ok,Efectivo,170000,3
1648,2025-03-19 00:00:00,1 MARICONERAS 015,Efectivo,45000,3
1649,2025-03-19 00:00:00,1 MOCASIN BOTEROS NEGRO SIN CORDON 298,Efectivo,90000,3
1650,2025-03-19 00:00:00,1 BOTIN JORWILL NEGRO Y CAFÉ CON CIERRE 261ok,Efectivo,145000,3
1651,2025-03-19 00:00:00,1 BILLETERA DE HOMBRE  385,Efectivo,25000,3
1652,2025-03-19 00:00:00,1 TENI BEIGE X DORADO VERDE Y CAMEL 311ok,Efectivo,140000,3
1653,2025-03-19 00:00:00,1 MANOS LIBRES RECTANGULAR GRABADO EFREN  095,Efectivo,44000,3
1654,2025-03-19 00:00:00,1 PIERNERA DPIEL  419,Efectivo,140000,3
1655,2025-03-20 00:00:00,1 CORREA 3.0 048,Efectivo,28000,3
1656,2025-03-20 00:00:00,1 MANOS LIBRES PEQUEÑO 391,Efectivo,35000,3
1657,2025-03-20 00:00:00,1 ZAPATO CLASICO ELEGANTE DE TACON CUADRADO 445ok,Efectivo,110000,3
1658,2025-03-20 00:00:00,1 BOTIN JORWILL NEGRO Y CAFÉ CON CIERRE 261ok,Transferencia Bancaria,145000,3
1659,2025-03-20 00:00:00,1 CORREA DE CABALLERO  COLORES 070,Transferencia Bancaria,35000,3
1660,2025-03-20 00:00:00,1 BILLETERA PEQUEÑA GRABADA CERON 214,Transferencia Bancaria,50000,3
1661,2025-03-20 00:00:00,1 CROSS OVER CERON MEDIANO 203,Efectivo,72000,3
1662,2025-03-20 00:00:00,1 BOTA DATHANOS DE CORDON NEGRA Y MIEL485,Efectivo,165000,3
1663,2025-03-20 00:00:00,1 COSMETIQUERAS DE COLORES 416,Efectivo,20000,3
1664,2025-03-20 00:00:00,3 MONEDERA DPIEL  397,Efectivo,60000,3
1665,2025-03-20 00:00:00,1 RIÑONERA SPORT COLORES SURTIDOS 338,Efectivo,36000,3
1666,2025-03-20 00:00:00,1 CORREAS DE HOMBRE ANCHAS 430,Efectivo,30000,3
1667,2025-03-20 00:00:00,1 BILLETERA DOBLE CIERRE ZAMEX 144,Efectivo,80000,3
1668,2025-03-21 00:00:00,1 BOTIN JORWILL NEGRO Y CAFÉ CON CIERRE 261ok,Transferencia Bancaria,145000,3
1669,2025-03-21 00:00:00,1 GRASA DE POTRO 394,Transferencia Bancaria,9000,3
1670,2025-03-21 00:00:00,1 RIÑONERA GRANDE 150,Efectivo,55000,3
1671,2025-03-21 00:00:00,1 BILLETERA PEQUEÑA GRABADA CERON 214,Efectivo,50000,3
1672,2025-03-21 00:00:00,1 COMBO MONEDERA Y BILLETERA DE DAMA 16,Efectivo,72000,3
1673,2025-03-21 00:00:00,1 MONEDERA  398,Efectivo,15000,3
1674,2025-03-21 00:00:00,1 COMBO MONEDERA Y BILLETERA DE DAMA 16,Efectivo,72000,3
1675,2025-03-21 00:00:00,2 MONEDERA  TROQUELADA OBSEQUIO 082,Efectivo,2,3
1676,2025-03-21 00:00:00,1 MONEDERAS DE DAMA 420,Efectivo,12000,3
1677,2025-03-21 00:00:00,1 MONEDERA  PEQUEÑA DPIEL 229,Efectivo,12000,3
1678,2025-03-21 00:00:00,2 MONEDERA RECTANGULAR DOBLE CIERRE 029ok,Efectivo,30000,3
1679,2025-03-21 00:00:00,1 PORTA DOCUMENTO GRABADO CERON 300,Efectivo,20000,3
1680,2025-03-21 00:00:00,1 MONEDERA  398,Efectivo,15000,3
1681,2025-03-21 00:00:00,1 PORTA DOCUMENTO GRABADO CERON 300,Efectivo,20000,3
1682,2025-03-21 00:00:00,1 CHAQUETA DE HOMBRE 152,Efectivo,450000,3
1683,2025-03-21 00:00:00,1 BILLETERA  CON  CIERRE DE HOMBRE 457,Efectivo,45000,3
1684,2025-03-21 00:00:00,1 MONEDERA  TROQUELADA OBSEQUIO 082,Efectivo,1,3
1685,2025-03-21 00:00:00,1 MONEDERAS PEQUEÑAS 421,Efectivo,5000,3
1686,2025-03-21 00:00:00,1 BILLETERA DE HOMBRE CERON455,Efectivo,40000,3
1687,2025-03-21 00:00:00,1 GRASA DE POTRO 394,Efectivo,9000,3
1688,2025-03-21 00:00:00,"1 TENI JORWILL NEGRO, AZUL Y MIEL 155ok",Efectivo,130000,3
1689,2025-03-21 00:00:00,1 BOLICHERO 184ok,Efectivo,130000,3
1690,2025-03-21 00:00:00,1 PORTA DOCUMENTO GRABADO CERON 300,Efectivo,20000,3
1691,2025-03-21 00:00:00,1 MONEDERA RECTANGULAR DOBLE CIERRE 029ok,Efectivo,15000,3
1692,2025-03-21 00:00:00,1 BILLETERA DE HOMBRE CERON455,Efectivo,40000,3
1693,2025-03-21 00:00:00,1  393,Efectivo,90000,3
1694,2025-03-21 00:00:00,2 CORREA DOBLE FAX DELGADA DE DAMA,Efectivo,130000,3
1695,2025-03-21 00:00:00,1 TACON NEGRO 440ok,Efectivo,145000,3
1696,2025-03-22 00:00:00,1 MORRAL CERÓN CON BOLSILLO FRONTAL DE TAPA 489,Efectivo,340000,3
1697,2025-03-22 00:00:00,1 BILLETERA DE HOMBRE BROCHE 291,Efectivo,20000,3
1698,2025-03-22 00:00:00,1 CORREAS DE HOMBRE ANCHAS 430,Efectivo,30000,3
1699,2025-03-22 00:00:00,1 BILLETERA DE HOMBRE CUERO BRILLANTE 310,Efectivo,20000,3
1700,2025-03-22 00:00:00,1 BOTA DE DAMA COLOR ARENA  345,Efectivo,150000,3
1701,2025-03-22 00:00:00,1 CORREA TROQUELADA 331,Efectivo,30000,3
1702,2025-03-22 00:00:00,1 CHAQUETA DE HOMBRE 152,Efectivo,450000,3
1703,2025-03-22 00:00:00,1 BOTIN MOÑO LATERAL 232ok,Efectivo,170000,3
1704,2025-03-22 00:00:00,1 BOTIN MOÑO LATERAL 232ok,Efectivo,155000,3
1705,2025-03-22 00:00:00,1 SANDALIA PLAYERA BEIGE NEGRA Y BLANCA071ok,Efectivo,120000,3
1706,2025-03-22 00:00:00,1 CORREA 3.0 048,Efectivo,28000,3
1707,2025-03-22 00:00:00,1 FORCHE COLORES 225ok,Efectivo,120000,3
1708,2025-03-25 00:00:00,1 BILLETERA DE HOMBRE CERON455,Efectivo,40000,3
1709,2025-03-25 00:00:00,1 SANDALIA PLAYERA BEIGE Y BLANCA ZELLEX 153,Efectivo,30000,3
1710,2025-03-25 00:00:00,1 ZAPATO TIPO BALETA AZUL Y BEIGE 159ok,Efectivo,120000,3
1711,2025-03-25 00:00:00,1 BOTA NEGRA BAJITA NATY 133ok,Efectivo,145000,3
1712,2025-03-26 00:00:00,1 BILLETERA DPIEL DAMA433,Efectivo,57600,3
1713,2025-03-26 00:00:00,1 BILLETERA DE TAPA ZAMEX 222,Efectivo,52000,3
1714,2025-03-26 00:00:00,1 CORREA DE CABALLERO  COLORES 070,Efectivo,35000,3
1715,2025-03-26 00:00:00,1 BOTA MACHOS GRIS Y NEGRA 127,Efectivo,170000,3
1716,2025-03-26 00:00:00,"1 BOTA CAÑA ALTA CARNAZA COLOR ARENA,NEGRO Y GRIS 275",Efectivo,160000,3
1717,2025-03-26 00:00:00,2 MONEDERA BROCHE TROQUEL  451,Efectivo,14000,3
1718,2025-03-26 00:00:00,3 MONEDERAS PEQUEÑAS 421,Efectivo,15000,3
1719,2025-03-26 00:00:00,1 BILLETERA DE HOMBRE BROCHE 291,Efectivo,20000,3
1720,2025-03-26 00:00:00,2 MONEDERAS PEQUEÑAS 421,Efectivo,10000,3
1721,2025-03-26 00:00:00,1 MORRAL OBALADO GRANDE ZAMEX 188,Efectivo,250000,3
1722,2025-03-26 00:00:00,1 LLAVERO TROQUELADO OBSEQUIO 085,Efectivo,1,3
1723,2025-03-26 00:00:00,1 PECHERA CERON GRANDE 174,Efectivo,100000,3
1724,2025-03-26 00:00:00,1 MANOS LIBRES RECTANGULAR GRABADO EFREN  095,Efectivo,55000,3
1725,2025-03-26 00:00:00,1 MONEDERAS PEQUEÑAS 421,Efectivo,5000,3
1726,2025-03-26 00:00:00,1 CORREA SEMIDELGADA TROQUELADA 060,Efectivo,35000,3
1727,2025-03-26 00:00:00,1 BOLSO PEQUEÑO DOBLE CIERRE ZAMEX 282,Efectivo,85000,3
1728,2025-03-26 00:00:00,1 MOCASIN DE HEBILLA DATHANOSok,Efectivo,145000,3
1729,2025-03-27 00:00:00,1 MONEDERA BROCHE TROQUEL  451,Efectivo,7000,3
1730,2025-03-27 00:00:00,1 FORCHE COLORES 225ok,Efectivo,120000,3
1731,2025-03-27 00:00:00,1 RIÑONERA SPORT COLORES SURTIDOS 338,Efectivo,45000,3
1732,2025-03-27 00:00:00,1 BILLETERA DE HOMBRE CERON455,Efectivo,40000,3
1733,2025-03-27 00:00:00,1 LLAVERO TRIANGULAR 134,Efectivo,10000,3
1734,2025-03-27 00:00:00,1 COMBO MONEDERA Y BILLETERA DE DAMA 16,Efectivo,72000,3
1735,2025-03-27 00:00:00,1 MONEDERA GRABADA DPIEL 279,Efectivo,45000,3
1736,2025-03-27 00:00:00,1 BILLETERA DAMA CIERRE GRANDE CERON 173,Efectivo,80000,3
1737,2025-03-27 00:00:00,1 CORREA 3.0 048,Efectivo,28000,3
1738,2025-03-27 00:00:00,1 CORREAS DE HOMBRE ANCHAS 430,Efectivo,30000,3
1739,2025-03-27 00:00:00,1 SHAMPOO PARA CUERO 408,Efectivo,6000,3
1740,2025-03-27 00:00:00,3 CINTURON HERGONOMICO  206ok,Efectivo,90000,3
1741,2025-03-27 00:00:00,1 FORCHE COLORES 225ok,Efectivo,120000,3
1742,2025-03-27 00:00:00,1 BILLETERA DE HOMBRE CUERO BRILLANTE 310,Efectivo,20000,3
1743,2025-03-28 00:00:00,1 BILLETERA DE HOMBRE CERON455,Efectivo,40000,3
1744,2025-03-28 00:00:00,1 BOTA MACHOS GRIS Y NEGRA 127,Efectivo,136000,3
1745,2025-03-28 00:00:00,1 RIÑONERA GRANDE 150,Efectivo,55000,3
1746,2025-03-28 00:00:00,1 BILLETERA CON MARIPOSAS DPIEL 161,Efectivo,65000,3
1747,2025-03-28 00:00:00,1 MORRAL GRANDE EFREN 162,Efectivo,240000,3
1748,2025-03-28 00:00:00,1 MORRAL ZAMEX MEDIADO BOLSILLOS A LOS LADOS 125,Efectivo,180000,3
1749,2025-03-29 00:00:00,"1 BOTIN RESORTE MIEL, CARNAZA Y NEGRO 330ok",Efectivo,130000,3
1750,2025-03-29 00:00:00,1 BILLETERA CIERRE BROCHE ZAMEX 030,Efectivo,60000,3
1751,2025-03-29 00:00:00,1 CORREAS DCUERO 043,Efectivo,55000,3
1752,2025-03-29 00:00:00,1 COMBO MONEDERA Y BILLETERA DE DAMA 16,Efectivo,72000,3
1753,2025-03-29 00:00:00,1 MORRAL CERÓN CON BOLSILLO FRONTAL DE TAPA 489,Efectivo,340000,3
1754,2025-03-29 00:00:00,1 BOLSO TIPO CARTERA DPIEL 479,Efectivo,135000,3
1755,2025-03-29 00:00:00,1 ARETES DCUERO 295,Efectivo,18000,3
1756,2025-03-29 00:00:00,1 MONEDERAS PEQUEÑAS 421,Efectivo,5000,3
1757,2025-03-29 00:00:00,1 BILLETERA PEQUEÑA ZAMEX 449,Efectivo,50000,3
1758,2025-03-29 00:00:00,1 FORCHE COLORES 225ok,Efectivo,120000,3
1759,2025-03-29 00:00:00,1 FORCHE COLORES 225ok,Efectivo,120000,3
1760,2025-03-29 00:00:00,1 MONEDERA  TROQUELADA OBSEQUIO 082,Efectivo,1,3
1761,2025-03-31 00:00:00,1 BILLETERA DE BROCHE PEQUEÑA 063,Efectivo,50000,3
1762,2025-03-31 00:00:00,1 MONEDERA  TROQUELADA OBSEQUIO 082,Efectivo,1,3
