,product_name,stock,price,shopping_mall_id,inventory_id,category
1230,BILLETERA DE HOMBRE  385,7, 25000,3,P01231,Billetera/Monedera
1231,BILLETERA DE HOMBRE  ZAMEX 065,1, 45000,3,P01232,Billetera/Monedera
1232,BILLETERA DE HOMBRE 044,0, 35000,3,P01233,Billetera/Monedera
1233,BILLETERA DE HOMBRE BROCHE 291,0, 20000,3,P01234,Billetera/Monedera
1234,BILLETERA DE HOMBRE CERON455,11, 40000,3,P01235,Billetera/Monedera
1235,BILLETERA DE HOMBRE CUERO BRILLANTE 310,19, 20000,3,P01236,Billetera/Monedera
1236,BILLETERA DE TAPA PASADOR ZAMEX 224,0, 65000,3,P01237,Billetera/Monedera
1237,BILLETERA DE TAPA ZAMEX 222,6, 65000,3,P01238,Billetera/Monedera
1238,BILLETERA DOBLE CIERRE DPIEL 156,0, 82000,3,P01239,Billetera/Monedera
1239,BILLETERA DOBLE CIERRE ZAMEX 144,0, 80000,3,P01240,Billetera/Monedera
1240,BILLETERA DPIEL DAMA433,2, 75000,3,P01241,Billetera/Monedera
1241,BILLETERA DPIEL DE TAPA 213,0, 75000,3,P01242,Billetera/Monedera
1242,BILLETERA EN TALA CERON  207,3, 55000,3,P01243,Billetera/Monedera
1243,BILLETERA EN TULA GABINO  374ok,0, 28000,3,P01244,Billetera/Monedera
1244,BILLETERA GRANDE CERON 399,1, 50000,3,P01245,Billetera/Monedera
1245,BILLETERA MONTANA 072,6, 35000,3,P01246,Billetera/Monedera
1246,BILLETERA MONTANA CON PORTADOCUMENTO 235,0, 35000,3,P01247,Billetera/Monedera
1247,BILLETERA PASADOR TRIANGULAR ZAMEX 356,0, 65000,3,P01248,Billetera/Monedera
1248,BILLETERA PEQUEÑA DPIEL  CIERRE Y BROCHE 158,2, 70000,3,P01249,Billetera/Monedera
1249,BILLETERA PEQUEÑA GRABADA CERON 214,1, 50000,3,P01250,Billetera/Monedera
1250,BILLETERA PEQUEÑA ZAMEX 449,2, 55000,3,P01251,Billetera/Monedera
1251,BILLETERA PLANA CIERRE Y BROCHE 053,0, 55000,3,P01252,Billetera/Monedera
1252,BILLETERA RIVERA DAMA CUPCAKES 317,0, 45000,3,P01253,Billetera/Monedera
1253,BILLETERA RIVIERA TARJETERO EXTRAIBLE 453,0, 32000,3,P01254,Billetera/Monedera
1254,BILLETERA TURISTA 073,1, 15000,3,P01255,Billetera/Monedera
1255,BILLETERAS DE BROCHE PEQUEÑAS DPIEL 284,2, 65000,3,P01256,Billetera/Monedera
1256,BILLETERAS DE DAMA LARGAS LISAS PURO CUERO  384,1, 60000,3,P01257,Billetera/Monedera
1257,BILLETERAS DE MARCA 320,0, 20000,3,P01258,Billetera/Monedera
1258,BILLETERAS MINI SENCILLAS CON BROCHE 318,2, 28000,3,P01259,Billetera/Monedera
1259,BILLETERAS VERTICALES DPIEL 407,1, 50000,3,P01260,Billetera/Monedera
1260,BOCA DE PESCADO DELIA BEIGE Y BLANCO 486,0, 130000,3,P01261,Accesorios
1261,BOINA  343,1, 70000,3,P01262,Gorra/Boina
1262,BOLICHERO 184ok,38, 130000,3,P01263,Zapatos
1263,BOLSA CUERO GRABADO PEQUEÑA 242,0, 120000,3,P01264,Bolsos
1264,BOLSA GRANDE CUERO GRABADO 233,0, 130000,3,P01265,Bolsos
1265,BOLSO  DPIEL CARGADERAS FIJAS EXTERNAS 074,0, 170000,3,P01266,Bolsos
1266,BOLSO CADENA DCUERO 223,7, 80000,3,P01267,Bolsos
1267,BOLSO CIERRES LATERALES 303,0, 170000,3,P01268,Bolsos
1268,BOLSO DPIEL  GRABADO FRONTAL491,0, 180000,3,P01269,Bolsos
1269,BOLSO DPIEL 189,0, 170000,3,P01270,Bolsos
1270,BOLSO GRABADO PEQUEÑO 164,0, 120000,3,P01271,Bolsos
1271,BOLSO GRANDE ZAMEX  254,0, 180000,3,P01272,Bolsos
1272,BOLSO LA RIVIERA TAPA CON REMACHES 447,1, 105000,3,P01273,Bolsos
1273,BOLSO MANOS LIBRES HORIZONTAL DPIEL 140,0, 115000,3,P01274,Bolsos
1274,BOLSO PEQUEÑO DOBLE CIERRE ZAMEX 282,0, 85000,3,P01275,Bolsos
1275,BOLSO PEQUEÑO DPIEL CON CARGADERA GUAYU 474,1, 150000,3,P01276,Bolsos
1276,BOLSO PEQUEÑO TIPO CARTERA Y MANOS LIBRES 301,0, 150000,3,P01277,Bolsos
1277,BOLSO PEQUEÑO ZAMEX CON CARGADERA GUAYU 364,0, 135000,3,P01278,Bolsos
1278,BOLSO TIPO CARTERA DPIEL 479,1, 140000,3,P01279,Bolsos
1279,BOLSO TIPO TULA GRABADO 058,0, 130000,3,P01280,Bolsos
1280,BOLSOS GRABADOS 163,1, 150000,3,P01281,Bolsos
1281,BOTA  TIPO TEXANA CON RESORTE  ROJA PROMO061,0, 90000,3,P01282,Zapatos
1282,BOTA AMARILLA GANADERO 466ok,4, 170000,3,P01283,Zapatos
1283,BOTA AMARILLA MONTAÑA UNISEX PROMO 106,1, 90000,3,P01284,Zapatos
1284,"BOTA CAÑA ALTA CARNAZA COLOR ARENA,NEGRO Y GRIS 275",13, 160000,3,P01285,Zapatos
1285,BOTA CAÑA ALTA DAMA  470,2, 250000,3,P01286,Zapatos
1286,BOTA CARNAZA GRIS NEGRA E IMBLUE CAMUFLADA  0980k,3, 140000,3,P01287,Zapatos
1287,BOTA CLOE NEGRA PROMOCION 004,0, 90000,3,P01288,Zapatos
1288,BOTA CON PUNTERA ORO BRONCO 247,0, 120000,3,P01289,Zapatos
1289,BOTA DATHANOS DE CORDON NEGRA Y MIEL485,2, 165000,3,P01290,Zapatos
1290,BOTA DE DAMA COLOR ARENA  345,2, 150000,3,P01291,Zapatos
1291,BOTA DE LICOR GRANDE 086,0, 30000,3,P01292,Zapatos
1292,BOTA DE SEGURIDA CHEYENNE  IMBLUE 335,13, 170000,3,P01293,Zapatos
1293,BOTA DE SEGURIDAD AMARILLA X CAFÉ 328,0, 150000,3,P01294,Zapatos
1294,BOTA DE SEGURIDAD BRONCO CAFÉ CUERO LISO PROMOCION 273,0, 90000,3,P01295,Zapatos
1295,BOTA DOTACION BRONCO CABALLERO 302,0, 140000,3,P01296,Zapatos
1296,BOTA DOTACION BRONCO DAMA 215,0, 90000,3,P01297,Zapatos
1297,BOTA ESTILO BRAHAMA COLOR BEIGE PROMOCION  064,1, 90000,3,P01298,Zapatos
1298,BOTA ESTILO BRAMA DAMA MIEL 064,0, 120000,3,P01299,Zapatos
1299,BOTA LICOR PEQUEÑA 202,0, 20000,3,P01300,Zapatos
1300,"BOTA MACHOS COLOR ARENA X VERDE, NEGRA Y CAFÉ 080",0, 140000,3,P01301,Zapatos
1301,BOTA MACHOS CUERO ENCERADO NEGRA Y CAFÉ  090,3, 140000,3,P01302,Zapatos
1302,BOTA MACHOS GRIS Y NEGRA 127,11, 170000,3,P01303,Zapatos
1303,BOTA MACHOS NEGRA Y CAFE 80,4, 130000,3,P01304,Zapatos
1304,BOTA MACHOS VERDE Y CAFE 118ok,6, 170000,3,P01305,Zapatos
1305,BOTA MIEL X NEGRO MACHOS 475,5, 150000,3,P01306,Zapatos
1306,BOTA NEGRA BAJITA NATY 133ok,1, 100000,3,P01307,Zapatos
1307,BOTA NEGRA JORWILL 369ok,3, 130000,3,P01308,Zapatos
1308,BOTA NEGRA MACHOS 221,1, 150000,3,P01309,Zapatos
1309,BOTA NEGRA MACHOS 348,8, 150000,3,P01310,Zapatos
1310,BOTA NEGRA X GRIS Y FUSCIA 181,3, 150000,3,P01311,Zapatos
1311,BOTA NEGRA Y AMARILLA MONTAÑA UNISEX 041,1, 120000,3,P01312,Zapatos
1312,BOTA NOBUCK MIEL 304ok,2, 140000,3,P01313,Zapatos
1313,BOTA PLANA ZELLEX PROMO 299ok,1, 160000,3,P01314,Zapatos
1314,BOTA RESORTE SUELA ANCHA 283ok,0, 160000,3,P01315,Zapatos
1315,BOTA SEA NEGRA Y CARNAZA MIEL325,4, 130000,3,P01316,Zapatos
1316,BOTA SEGURIDAD UNISEX PROMO 239,0, 80000,3,P01317,Zapatos
1317,BOTA TIPO BRAHAMA DAMA 011,0, 90000,3,P01318,Zapatos
1318,bota verde nobuck y negra liso machos 443,3, 150000,3,P01319,Zapatos
1319,BOTAS BRONCO CABALLERO 280,2, 130000,3,P01320,Zapatos
1320,BOTAS CAFE  Y NEGRA CUERO GRASO MACHOS 040ok,2, 120000,3,P01321,Zapatos
1321,BOTAS DE DOTACION MACHOS COLOR ARENA Y NEGRO 113,11, 180000,3,P01322,Zapatos
1322,BOTIN ABIGAIL ZELLEX 462ok,0, 160000,3,P01323,Zapatos
1323,"BOTIN AZUL,NEGRO Y CAFE JORWILL  023ok",11, 140000,3,P01324,Zapatos
1324,BOTIN BLANCO PUNTA CUADRADA ZELLEX 135,0, 160000,3,P01325,Zapatos
1325,BOTIN BOCA DE PESCADO ZELLEX 217,3, 160000,3,P01326,Zapatos
1326,BOTIN BOTEROS COLOR MIEL  226,1, 140000,3,P01327,Zapatos
1327,BOTIN CAFE DATHANO 312,0, 140000,3,P01328,Zapatos
1328,BOTIN CANELA ZELLEX 422,0, 150000,3,P01329,Zapatos
1329,BOTIN CLASICO JORWILL NEGRO Y CAFÉ 047,8, 130000,3,P01330,Zapatos
1330,BOTIN CONI NEGRO 197,0, 135000,3,P01331,Zapatos
1331,BOTIN CORDON Y CIERRE 126ok,9, 170000,3,P01332,Zapatos
1332,BOTIN DATHANOS NEGRO Y AZUL 196ok,4, 150000,3,P01333,Zapatos
1333,BOTIN DOBLE V NEGRO MACHOS 111ok,0, 130000,3,P01334,Zapatos
1334,BOTIN DON NICOLAS 413ok,1, 145000,3,P01335,Zapatos
1335,"BOTIN JORWILL CAFÉ , NEGRO Y MIELok",0, 130000,3,P01336,Zapatos
1336,BOTIN JORWILL NEGRO Y CAFÉ CON CIERRE 261ok,4, 145000,3,P01337,Zapatos
1337,"BOTIN MACHOS CAFÉ , MIEL Y NEGRO 138ok",3, 120000,3,P01338,Zapatos
1338,BOTIN MICAELA NEGRO 412,0, 150000,3,P01339,Zapatos
1339,BOTIN MOÑO LATERAL 232ok,15, 170000,3,P01340,Zapatos
1340,BOTIN NEGRO CORREA FRONTAL MACHOS 109ok,1, 130000,3,P01341,Zapatos
1341,BOTIN NEGRO DATANO 191,0, 145000,3,P01342,Zapatos
1342,BOTIN NEGRO Y MIEL CON TACHES ATRAS 114ok,4, 145000,3,P01343,Zapatos
1343,BOTIN NEGRO ZELLEZ 177ok,0, 150000,3,P01344,Zapatos
1344,BOTIN NISA NEGRO ZELLEX 245,2, 150000,3,P01345,Zapatos
1345,"BOTIN RESORTE MIEL, CARNAZA Y NEGRO 330ok",24, 130000,3,P01346,Zapatos
1346,"BOTIN TEXANO NEGRA, CAFE Y VINOTINTO 020",1, 130000,3,P01347,Zapatos
1347,BOTIN YULIA ZELLEZ 050ok,4, 150000,3,P01348,Zapatos
1348,BOTIN ZELLEZ COLORES 249,0, 160000,3,P01349,Zapatos
1349,BOTINES PROMO ZELLEX251,0, 100000,3,P01350,Zapatos
1350,CARTERA DPIEL 289,0, 110000,3,P01351,Bolsos
1351,CHANCLA COLOR MARFIL TACON 3 1/2 424,0, 130000,3,P01352,Accesorios
1352,CHANCLA DE TIRAS BLANCA  458ok,1, 60000,3,P01353,Accesorios
1353,CHANCLA FRANCISCANA NIÑO 350,7, 60000,3,P01354,Accesorios
1354,CHANCLA PLAYERA COLOR MIEL 418ok,3, 110000,3,P01355,Accesorios
1355,CHANCLA SEMIORTOPEDICA BEIGE X ANIMAL PRINT  473ok,0, 120000,3,P01356,Accesorios
1356,CHANCLA TACON PLAYERO CRUZADA BLANCA 409,1, 65000,3,P01357,Accesorios
1357,CHANCLA TRES PUNTADAS DCUERO 441,2, 50000,3,P01358,Accesorios
1358,CHANCLA TRES PUNTADAS NEGRA 460ok,1, 95000,3,P01359,Accesorios
1359,CHAQUETA DE HOMBRE 152,1, 450000,3,P01360,Chaqueta
1360,CHAQUETAS PARA DAMA  185,3, 450000,3,P01361,Chaqueta
1361,CINTURON HERGONOMICO  206ok,8, 40000,3,P01362,Correas
1362,COJINES DECORATIVOS 313,1, 1,3,P01363,Accesorios
1363,COMBO MONEDERA Y BILLETERA DE DAMA,0, 72000,3,P01364,Billetera/Monedera
1364,COMBO MONEDERA Y BILLETERA DE DAMA 16,3, 72000,3,P01365,Billetera/Monedera
1365,CORREA 2CM 014,0, 24000,3,P01366,Correas
1366,CORREA 3.0 048,17, 28000,3,P01367,Correas
1367,CORREA ANCHA DE DAMA BERONI 143,2, 32000,3,P01368,Correas
1368,CORREA ANCHA HEBILLA GRANDE 148,6, 35000,3,P01369,Correas
1369,CORREA COLEGIAL 497,5, 20000,3,P01370,Correas
1370,CORREA DE CABALLERO  COLORES 070,29, 35000,3,P01371,Correas
1371,CORREA DELGADA PARA CABALLERO 128,2, 25000,3,P01372,Correas
1372,CORREA DOBLE FAX DE 3.0  496,2, 40000,3,P01373,Correas
1373,CORREA DOBLE FAX DELGADA DE DAMA,4, 75000,3,P01374,Correas
1374,CORREA DOBLE FAZ CABALLERO 089,0, 75000,3,P01375,Correas
1375,CORREA ERGONOMICA DELGADA 025,18, 20000,3,P01376,Correas
1376,CORREA ERGONOMICA SEMIDELGADA 120,14, 30000,3,P01377,Correas
1377,CORREA GAMA ALTA 380,1, 50000,3,P01378,Correas
1378,CORREA GUCCI CON PIEDRAS ANCHA 297,1, 45000,3,P01379,Correas
1379,CORREA PITILLO BERONI 498,3, 20000,3,P01380,Correas
1380,CORREA PITILLO CON TACHES 322,4, 28000,3,P01381,Correas
1381,CORREA PUNTOS GRABADOS 211,5, 40000,3,P01382,Correas
1382,CORREA SEMIDELGA  Y DELGADA DOBLE FAZ PARA DAMA  112,5, 35000,3,P01383,Correas
1383,CORREA SEMIDELGADA TROQUELADA 060,17, 35000,3,P01384,Correas
1384,CORREA TROQUELADA 331,7, 30000,3,P01385,Correas
1385,CORREA TROQUELADA PITILLO 132,2, 27000,3,P01386,Correas
1386,CORREAS DAMA ANCHAS 429,27, 30000,3,P01387,Correas
1387,CORREAS DCUERO 043,9, 55000,3,P01388,Correas
1388,CORREAS DE HOMBRE ANCHAS 430,21, 30000,3,P01389,Correas
1389,CORREAS DOBLE FAZ PROMO 119,0, 25000,3,P01390,Correas
1390,CORREAS HEBILLA GRANDE DE MARCAS494,2, 45000,3,P01391,Correas
1391,CORREAS PITILLO 431,7, 22000,3,P01392,Correas
1392,CORREAS PITILLO GRABADAS 495,1, 15000,3,P01393,Correas
1393,CORREAS SEMIDELGADAS 428,9, 25000,3,P01394,Correas
1394,CORREAS TROQUELADAS 3.5 136,4, 37000,3,P01395,Correas
1395,CORREAS TROQUELADAS ANCHAS 142,7, 42000,3,P01396,Correas
1396,COSMETIQUERA LARGA 417,0, 22000,3,P01397,Accesorios
1397,COSMETIQUERAS DE COLORES 416,1, 25000,3,P01398,Accesorios
1398,CREMA X FRANJA VERDE Y AMTENI ARILLO 387ok,0, 140000,3,P01399,Accesorios
1399,CROSS OVER CERON GRANDE 205,1, 110000,3,P01400,Accesorios
1400,CROSS OVER CERON MEDIANO 203,1, 90000,3,P01401,Accesorios
1401,CROSS OVER CERON PEQUEÑO 190,2, 80000,3,P01402,Accesorios
1402,FORCHE COLORES 225ok,64, 120000,3,P01403,Accesorios
1403,GARDENIA NEGRA PUNTA CHAROL 018,1, 80000,3,P01404,Accesorios
1404,GORRA   448,3, 75000,3,P01405,Gorra/Boina
1405,GORRAS CON FORRO 401,0, 65000,3,P01406,Gorra/Boina
1406,GORRAS SIN FORRO 395,4, 70000,3,P01407,Gorra/Boina
1407,GRASA DE POTRO 394,4, 9000,3,P01408,Accesorios
1408,GUANTE PARA MOTO 259ok,1, 75000,3,P01409,Accesorios
1409,LLAVERO BOLSILLO 139,3, 8000,3,P01410,Accesorios
1410,LLAVERO DE BOTA 183,0, 6000,3,P01411,Zapatos
1411,LLAVERO DE TIRAS SENCILLO 182,19, 5000,3,P01412,Accesorios
1412,LLAVERO LARGO 389,27, 4000,3,P01413,Accesorios
1413,LLAVERO TRIANGULAR 134,0, 10000,3,P01414,Accesorios
1414,LLAVERO TROQUELADO OBSEQUIO 085,0, 1,3,P01415,Accesorios
1415,LLAVEROS ARTESANALES 333,0, 6000,3,P01416,Accesorios
1416,llAVEROS ARTESANALES COLOMBIA 021,0, 8000,3,P01417,Accesorios
1417,LLAVEROS CADENA 476,5, 10000,3,P01418,Accesorios
1418,LLAVEROS DCUERO PEQUEÑOS DE BROCHE  353,28, 3000,3,P01419,Accesorios
1419,LLAVEROS DPIEL 243,4, 10000,3,P01420,Accesorios
1420,LLAVEROS FLOR Y CORAZON 108,3, 15000,3,P01421,Accesorios
1421,MANILLA EN CUERO 305,2, 1,3,P01422,Accesorios
1422,MANOS LIBRE DCUERO 365,0, 130000,3,P01423,Accesorios
1423,MANOS LIBRE GRANDE DPIEL 341,0, 150000,3,P01424,Accesorios
1424,MANOS LIBRES 3 CIERRES CERON 452,1, 70000,3,P01425,Accesorios
1425,MANOS LIBRES AMPLIO DOBLE CIERRE FRONTAL   248,0, 85000,3,P01426,Accesorios
1426,MANOS LIBRES AMPLIO GRABADO ZAMEX 219,1, 110000,3,P01427,Accesorios
1427,MANOS LIBRES ARTESANAL 3 CIERRES 359,3, 50000,3,P01428,Accesorios
1428,MANOS LIBRES CELULAR 240,0, 85000,3,P01429,Accesorios
1429,MANOS LIBRES CON TAPA CERON 022,4, 120000,3,P01430,Accesorios
1430,MANOS LIBRES DE DAMA DPIEL 287,0, 120000,3,P01431,Accesorios
1431,MANOS LIBRES DE HOMBRE CERON 450,0, 160000,3,P01432,Accesorios
1432,MANOS LIBRES DE HOMBRE MEDIANO ZAMEX 084,0, 140000,3,P01433,Accesorios
1433,MANOS LIBRES DPIEL 281,0, 130000,3,P01434,Accesorios
1434,MANOS LIBRES DPIEL PEQUEÑO PARA HOMBRE 216,0, 140000,3,P01435,Accesorios
1435,MANOS LIBRES GRABADO DE COLORES Y UNICOLO 238,1, 85000,3,P01436,Accesorios
1436,MANOS LIBRES GRANDE DE HOMBRE ZAMEX 169,0, 160000,3,P01437,Accesorios
1437,MANOS LIBRES HOMBRE ZAMEX  268,1, 145000,3,P01438,Accesorios
1438,MANOS LIBRES LISO ZAMEX  362,0, 130000,3,P01439,Accesorios
1439,MANOS LIBRES OVALADO ZAMEX  255,3, 90000,3,P01440,Accesorios
1440,MANOS LIBRES PEQUEÑO 391,4, 35000,3,P01441,Accesorios
1441,MANOS LIBRES RECTANGULAR GRABADO EFREN  095,0, 55000,3,P01442,Accesorios
1442,MANOS LIBRES ZAMEX DOBLE COMPARTIMIENTO  253,0, 130000,3,P01443,Accesorios
1443,MANOS LIBRESDE HOMBRE PEQUEÑO ZAMEX 078,0, 130000,3,P01444,Accesorios
1444,MARICONERAS 015,1, 45000,3,P01445,Accesorios
1445,MARICONERAS GRANDES 292,0, 55000,3,P01446,Accesorios
1446,MOCASIN BOTEROS NEGRO SIN CORDON 298,0, 90000,3,P01447,Zapatos
1447,MOCASIN COLORES 012ok,4, 75000,3,P01448,Zapatos
1448,MOCASIN CORDON DATHANOS AZUL X CAFE 263,1, 140000,3,P01449,Zapatos
1449,"MOCASIN DAMA NEGRO,CAFÉ Y MIEL 019ok",3, 90000,3,P01450,Zapatos
1450,MOCASIN DATHANO COLOR SANGRIA 269,0, 140000,3,P01451,Zapatos
1451,MOCASIN DE CORDON DATHANOS 057,4, 145000,3,P01452,Zapatos
1452,MOCASIN DE DESCANSO 277ok,3, 85000,3,P01453,Zapatos
1453,MOCASIN DE HEBILLA DATHANOSok,3, 145000,3,P01454,Zapatos
1454,"MOCASIN NOBUCK  DE CORDON NEGRO, AZUL , Y ARENA 0013ok",6, 130000,3,P01455,Zapatos
1455,MOCASIN NOBUCK SIN CORDON CAFE Y ARENA 036ok,1, 90000,3,P01456,Zapatos
1456,MOCASIN PLATAFORMA 032ok,11, 120000,3,P01457,Zapatos
1457,MOCAZIN BOTEROS NEGRO Y CAFÉ X MIEL 244,0, 80000,3,P01458,Accesorios
1458,MONEDERA  398,6, 18000,3,P01459,Billetera/Monedera
1459,MONEDERA  PEQUEÑA DPIEL 229,0, 12000,3,P01460,Billetera/Monedera
1460,MONEDERA  TROQUELADA OBSEQUIO 082,0, 1,3,P01461,Billetera/Monedera
1461,MONEDERA ARTESANAL DOBLE CIERRE MEDELLIN- COLOMBIA 102,0, 15000,3,P01462,Billetera/Monedera
1462,MONEDERA BIGOTES 122,5, 15000,3,P01463,Billetera/Monedera
1463,MONEDERA BROCHE TROQUEL  451,5, 7000,3,P01464,Billetera/Monedera
1464,MONEDERA CABALLERO OBSEQUIO077,4, 1,3,P01465,Billetera/Monedera
1465,MONEDERA DPIEL  397,0, 20000,3,P01466,Billetera/Monedera
1466,MONEDERA GRABADA DPIEL 279,0, 45000,3,P01467,Billetera/Monedera
1467,MONEDERA PORTADOCUMENTO OBSEQUIO DCUERO 228,3, 1,3,P01468,Billetera/Monedera
1468,MONEDERA PORTADOCUMENTOS DPIEL 278,0, 48000,3,P01469,Billetera/Monedera
1469,MONEDERA RECTANGULAR DOBLE CIERRE 029ok,0, 15000,3,P01470,Billetera/Monedera
1470,MONEDERA REDONDA DPIEL 069,0, 12000,3,P01471,Billetera/Monedera
1471,MONEDERA RIVIERA DOBLE COMPARTIMIENTO GRABADA 352,1, 16000,3,P01472,Billetera/Monedera
1472,MONEDERA RIVIERA EN RETASOS  DOBLE COMPARTIMIENTO  336,0, 16000,3,P01473,Billetera/Monedera
1473,MONEDERA RIVIERA REDONDA GRABADA 357,2, 15000,3,P01474,Billetera/Monedera
1474,MONEDERA RIVIERA REDONDA RETASOS 354,2, 16000,3,P01475,Billetera/Monedera
1475,MONEDERA TROQUEL TIPO SOBRE 465,36, 10000,3,P01476,Billetera/Monedera
1476,MONEDERAS BILLETE  423,0, 20000,3,P01477,Billetera/Monedera
1477,MONEDERAS CORAZON 038,0, 30000,3,P01478,Billetera/Monedera
1478,MONEDERAS DE DAMA 420,4, 15000,3,P01479,Billetera/Monedera
1479,MONEDERAS DE HOMBRE PARA CORREA 105,0, 5000,3,P01480,Correas
1480,MONEDERAS PEQUEÑAS 421,0, 5000,3,P01481,Billetera/Monedera
1481,MONEDERO DOBLE CIERRE CERON 468,3, 15000,3,P01482,Billetera/Monedera
1482,MORRAL CERÓN CON BOLSILLO FRONTAL DE TAPA  CUERO NATURAL 117,1, 300000,3,P01483,Bolsos
1483,MORRAL CERÓN CON BOLSILLO FRONTAL DE TAPA 489,2, 340000,3,P01484,Bolsos
1484,MORRAL CUADRADO EFRENM488,1, 360000,3,P01485,Bolsos
1485,MORRAL CUADRADO GRANDE ZAMEX 186,1, 360000,3,P01486,Bolsos
1486,MORRAL CUADRADO PEQUEÑO ZAMEX 237,0, 260000,3,P01487,Bolsos
1487,MORRAL DAMA CON TAPA  DPIEL 115,0, 180000,3,P01488,Bolsos
1488,MORRAL DPIEL GRANDE 288,2, 340000,3,P01489,Bolsos
1489,MORRAL DPIEL GRANDE 454,3, 320000,3,P01490,Bolsos
1490,MORRAL EXTRA GRANDE DPIEL  147,0, 330000,3,P01491,Bolsos
1491,MORRAL GRABADO EN  COLORES Y UNICOLOR 329,0, 160000,3,P01492,Bolsos
1492,MORRAL GRANDE CON BOLSILLO FRONTAL DPIEL 056,0, 320000,3,P01493,Bolsos
1493,MORRAL GRANDE EFREN 162,3, 240000,3,P01494,Bolsos
1494,MORRAL GRANDE ZAMEX CON BOLSILLOS DELANTERO 039,1, 320000,3,P01495,Bolsos
1495,MORRAL OBALADO GRANDE ZAMEX 188,0, 300000,3,P01496,Bolsos
1496,MORRAL OVALADO PEQUEÑO ZAMEX 104,1, 160000,3,P01497,Bolsos
1497,MORRAL PEQUEÑO DPIEL 116,1, 160000,3,P01498,Bolsos
1498,MORRAL PEQUEÑO ZAMEX 081,0, 160000,3,P01499,Bolsos
1499,MORRAL VIAJERO GRANDE DPIEL 390,1, 390000,3,P01500,Bolsos
1500,MORRAL Y BOLSO 2 EN 1 ZAMEX 257,0, 160000,3,P01501,Bolsos
1501,MORRAL Y MANOS LIBRES ZAMEX 131,0, 140000,3,P01502,Bolsos
1502,MORRAL ZAMEX BOLSILLO FRONTAL NEGRO Y MIEL 209,1, 300000,3,P01503,Bolsos
1503,MORRAL ZAMEX MEDIADO BOLSILLOS A LOS LADOS 125,1, 180000,3,P01504,Bolsos
1504,PASAPORTES GRANDE 308,2, 90000,3,P01505,Accesorios
1505,"PASTUSO GRANDE NEGRO, MIEL Y CAFÉ 360",2, 80000,3,P01506,Accesorios
1506,"PASTUSO MEDIANO NEGRO, MIEL Y CAFÉ355",2, 70000,3,P01507,Accesorios
1507,PASTUSO PEQUEÑO NEGRO MIEL Y CAFÉ 351,2, 50000,3,P01508,Accesorios
1508,PECHERA CERON GRANDE 174,1, 100000,3,P01509,Accesorios
1509,PECHERA CERON PEQUEÑA 187,2, 90000,3,P01510,Accesorios
1510,PIERNERA DPIEL  419,3, 140000,3,P01511,Accesorios
1511,PINTURA 110,7, 6000,3,P01512,Accesorios
1512,PISABILLETES LA RIVIERA EN CUERO NAPA 406,0, 20000,3,P01513,Accesorios
1513,PISABILLETES RIVIERA EN TULA CON PORTADOCUMENTOS 402,0, 25000,3,P01514,Bolsos
1514,PISABILLETES RIVIERA SENCILLO 411,1, 18000,3,P01515,Accesorios
1515,"PLATAFORMA AZUL,NEGRA , BLANCA Y MIEL 276ok",1, 120000,3,P01516,Accesorios
1516,"PLATAFORMA CRUZADA MIEL,NEGRA Y BLANCA 031ok",0, 85000,3,P01517,Accesorios
1517,PLATAFORMA DORADA FOLIA  PROMO 178,0, 70000,3,P01518,Accesorios
1518,PLATAFORMA PROMO 009,1, 90000,3,P01519,Accesorios
1519,PLATAFORMA ROJA Y MIEL  175,1, 80000,3,P01520,Accesorios
1520,PORTA CELULAR CON CIERRE 035,3, 40000,3,P01521,Accesorios
1521,PORTA CELULAR DPIEL 358,3, 120000,3,P01522,Accesorios
1522,PORTA CELULAR PEQUEÑO 168,0, 30000,3,P01523,Accesorios
1523,PORTA DOCUMENTO GRABADO CERON 300,4, 20000,3,P01524,Accesorios
1524,PORTA DOCUMENTO SENCILLO 149   ,1, 12000,3,P01525,Accesorios
1525,PORTA DOCUMENTO TIPO LIBRETA DPIEL 262,0, 12000,3,P01526,Accesorios
1526,PORTA DOCUMENTO TIPO SOBRE 463,4, 20000,3,P01527,Accesorios
1527,PORTADOCUMENTO CON BROCHE DPIEL 045,1, 35000,3,P01528,Accesorios
1528,PORTADOCUMENTO MULTIPLE DPIEL  332,0, 25000,3,P01529,Accesorios
1529,PORTADOCUMENTO SENCILLO DPIEL 326,2, 10000,3,P01530,Accesorios
1530,PORTADOCUMENTOS Y MONEDERA DPIEL 324,0, 25000,3,P01531,Billetera/Monedera
1531,PORTADOCUMETOS DE CIEERE GRABADO 309,2, 35000,3,P01532,Accesorios
1532,PORTAPASAPORTES PEQUEÑO 218,2, 60000,3,P01533,Accesorios
1533,RIÑONERA BOLSILLO CUADRADO146,2, 65000,3,P01534,Accesorios
1534,RIÑONERA DE TAPA 083,0, 60000,3,P01535,Accesorios
1535,RIÑONERA DPIEL 167,0, 80000,3,P01536,Accesorios
1536,RIÑONERA GRANDE 150,3, 55000,3,P01537,Accesorios
1537,RIÑONERA GRANDE ZAMEX 007,0, 80000,3,P01538,Accesorios
1538,RIÑONERA PURO CUERO 195,2, 45000,3,P01539,Accesorios
1539,RIÑONERA SPORT COLORES SURTIDOS 338,8, 45000,3,P01540,Accesorios
